0,155.9
7,155.9
14,155.9
21,155.9
28,155.8
35,155.8
42,155.6
49,155.6
56,155.6
63,155.7
70,155.7
77,155.6
84,155.6
91,155.7
98,155.7
105,155.6
112,155.6
119,155.6
126,155.7
133,155.7
140,155.9
147,155.9
154,155.8
161,155.7
168,155.7
175,155.8
182,155.8
189,155.9
196,156.0
203,156.2
210,156.2
217,156.2
224,156.2
231,156.2
238,156.3
245,156.3
252,156.3
259,156.3
266,156.6
273,156.6
280,156.3
287,156.2
294,156.2
301,156.2
308,156.2
315,156.2
322,156.1
329,156.1
336,156.1
343,156.2
350,156.2
357,156.3
364,156.4
371,156.4
378,156.3
385,156.3
392,156.3
399,156.3
406,156.3
413,156.2
420,156.1
427,156.1
434,156.1
441,156.1
448,156.1
455,156.0
462,156.0
469,156.0
476,155.9
483,155.9
490,155.9
497,156.1
504,156.1
511,155.8
518,155.7
525,155.7
532,155.6
539,155.5
546,155.5
553,155.6
560,155.6
567,155.4
574,155.4
581,155.5
588,155.5
595,155.4
602,155.4
609,155.4
616,155.4
623,155.4
630,155.3
637,155.3
644,155.2
651,155.2
658,155.3
665,155.3
672,155.2
679,155.2
686,155.3
693,155.3
700,155.4
707,155.6
714,155.6
721,155.6
728,155.6
735,154.6
742,154.6
749,155.6
756,155.6
763,155.4
770,155.4
777,155.4
784,155.5
791,155.5
798,155.7
805,155.7
812,155.5
819,155.4
826,155.4
833,155.8
840,155.8
847,155.7
854,155.6
861,155.6
868,155.7
875,155.8
882,155.8
889,155.7
896,155.7
903,155.8
910,156.0
917,156.0
924,155.9
931,155.9
938,155.9
945,156.0
952,156.1
959,156.1
966,156.1
973,155.9
980,155.8
987,155.8
994,155.8
1001,155.8
1008,155.8
1015,155.8
1022,155.9
1029,155.9
1036,156.0
1043,156.1
1050,156.1
1057,156.0
1064,156.0
1071,156.1
1078,156.1
1085,156.0
1092,156.0
1099,156.0
1106,156.0
1113,156.0
1120,155.9
1127,155.9
1134,155.9
1141,155.9
1148,155.7
1155,155.7
1162,155.9
1169,156.2
1176,156.2
1183,156.1
1190,155.7
1197,155.7
1204,155.8
1211,155.8
1218,155.8
1225,155.8
1232,155.8
1239,156.0
1246,156.0
1253,156.0
1260,155.5
1267,155.4
1274,155.4
1281,155.5
1288,155.5
1295,155.5
1302,155.5
1309,155.4
1316,155.4
1323,155.5
1330,155.5
1337,155.4
1344,155.4
1351,155.4
1358,155.4
1365,155.7
1372,155.7
1379,155.5
1386,155.5
1393,155.7
1400,155.7
1407,155.2
1414,155.2
1421,155.5
1428,155.6
1435,155.7
1442,155.7
1449,155.6
1456,155.6
1463,155.6
1470,155.6
